Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
647;21100920053;"Spool";journal;"22150900, 22150897";"TU Delft Open";Yes;Yes;0,180;Q4;3;7;53;140;15;46;0,26;20,00;33,33;0;5;Netherlands;Western Europe;"TU Delft Open";"2019-2024";"Architecture (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering; Social Sciences"
648;21474;"Early Medieval Europe";journal;"09639462, 14680254";"Wiley-Blackwell Publishing Ltd";No;No;0,179;Q4;32;16;69;118;38;67;0,46;7,38;33,33;0;1;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992-2003, 2005-2025";"Arts and Humanities (miscellaneous) (Q2); History (Q2); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
649;21100218040;"Human Geographies";journal;"18436587, 20672284";"Universitatea din Bucuresti";Yes;Yes;0,179;Q4;17;13;38;773;26;38;0,80;59,46;41,67;0;11;Romania;Eastern Europe;"Universitatea din Bucuresti";"2012-2024";"Geography, Planning and Development (Q4)";"Social Sciences"
650;21100833840;"Shima";journal;"18346049, 18346057";"Shima Publications (Australia)";Yes;Yes;0,179;Q4;10;29;92;1363;38;92;0,46;47,00;42,86;0;9;Australia;Pacific Region;"Shima Publications (Australia)";"2017-2024";"Cultural Studies (Q2); History (Q2); Anthropology (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
651;21101216647;"Turismo y Sociedad";journal;"2346206X, 01207555";"Universidad Externado de Colombia";Yes;Yes;0,179;Q4;5;35;81;1722;44;79;0,38;49,20;58,73;0;16;Colombia;Latin America;"Universidad Externado de Colombia";"2020-2025";"Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Social Sciences"
652;21100897722;"Cuadernos de Geografia: Revista Colombiana de Geografia";journal;"0121215X, 22565442";"Universidad Nacional de Colombia";Yes;Yes;0,178;Q4;8;34;83;1997;37;79;0,21;58,74;39,68;1;20;Colombia;Latin America;"Universidad Nacional de Colombia";"2018-2024";"Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
653;21100201540;"Economia Agraria y Recursos Naturales";journal;"15780732, 21747350";"Universidad Politecnica de Valencia";Yes;Yes;0,178;Q4;15;15;37;687;22;37;0,74;45,80;57,89;0;5;Spain;Western Europe;"Universidad Politecnica de Valencia";"2001, 2004, 2011-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Agricultural and Biological Sciences; Environmental Science; Social Sciences"
654;21101055893;"Geosfernye Issledovaniya";journal;"25419943, 25421379";"Faculty of Geology and Geography, Tomsk State University";No;No;0,178;Q4;5;36;121;1377;37;120;0,34;38,25;47,41;0;9;Russian Federation;Eastern Europe;"Faculty of Geology and Geography, Tomsk State University";"2019-2024";"Earth and Planetary Sciences (miscellaneous) (Q4); Ecology (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
655;25616;"Perspektiven der Wirtschaftspolitik";journal;"14656493, 14682516";"Walter de Gruyter GmbH";No;No;0,178;Q4;17;23;105;1071;28;75;0,27;46,57;28,00;2;7;Germany;Western Europe;"Walter de Gruyter GmbH";"2000-2025";"Political Science and International Relations (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
656;28124;"Estudios Geograficos";journal;"00141496, 19888546";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,177;Q4;16;11;85;516;54;84;0,53;46,91;45,45;0;6;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1979-2024";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
657;21101034436;"Revista Brasileira de Cartografia";journal;"05604613, 18080936";"Sociedade Brasileira de Cartografia, Geodesia, Fotogrametria e Sensoriamento Remoto";Yes;Yes;0,177;Q4;6;24;134;916;61;134;0,56;38,17;41,00;0;10;Brazil;Latin America;"Sociedade Brasileira de Cartografia, Geodesia, Fotogrametria e Sensoriamento Remoto";"2019-2024";"Computers in Earth Sciences (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
658;21101032776;"Rural Sustainability Research";journal;"22560939";"Sciendo";Yes;No;0,175;Q4;8;20;63;851;45;63;0,51;42,55;46,43;0;15;Germany;Western Europe;"Sciendo";"2019-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Ecology (Q4); Geography, Planning and Development (Q4); Global and Planetary Change (Q4)";"Agricultural and Biological Sciences; Environmental Science; Social Sciences"
659;3300147410;"Journal of Asian Pacific Communication";journal;"15699838, 09576851";"John Benjamins Publishing Company";No;No;0,174;Q4;24;8;42;407;27;39;0,61;50,88;56,25;0;1;Netherlands;Western Europe;"John Benjamins Publishing Company";"2000-2024";"Communication (Q3); Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Geography, Planning and Development (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
660;22869;"Journal of Forest Economics";journal;"11046899, 16181530";"Now Publishers Inc";No;No;0,174;Q4;45;14;41;875;22;40;0,68;62,50;26,83;1;11;United States;Northern America;"Now Publishers Inc";"1995-2024";"Ecology (Q4); Forestry (Q4); Geography, Planning and Development (Q4)";"Agricultural and Biological Sciences; Environmental Science; Social Sciences"
661;23416;"Journal of International Wildlife Law and Policy";journal;"15481476, 13880292";"Taylor and Francis Ltd.";No;No;0,174;Q4;22;5;44;276;25;43;0,56;55,20;55,56;0;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2024";"Law (Q3); Ecology (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
662;11000153705;"Journal of Transnational Management";journal;"15475778, 15475786";"Taylor and Francis Ltd.";No;No;0,174;Q4;24;0;42;0;32;33;0,75;0,00;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2023";"Development (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
663;21101185191;"TeMA Journal of Land Use, Mobility and Environment";journal;"19709889, 19709870";"FeDOA - Federico II University Press";Yes;Yes;0,174;Q4;5;45;69;2410;92;62;1,33;53,56;60,47;0;40;Italy;Western Europe;"FeDOA - Federico II University Press";"2023-2024";"Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
664;21101017027;"Ciudades";journal;"24453943";"Instituto Universitario de Urbanistica de la Universidad de Valladolid";Yes;Yes;0,173;Q4;5;14;33;479;16;33;0,48;34,21;50,00;4;11;Spain;Western Europe;"Instituto Universitario de Urbanistica de la Universidad de Valladolid";"2019-2024";"Conservation (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
665;35961;"Glasnik - Srpskog Geografskog Drustva";journal;"2406078X, 03503593";"Geografsko Drustvo";Yes;Yes;0,172;Q4;6;24;81;839;36;81;0,39;34,96;24,53;0;15;Serbia;Eastern Europe;"Geografsko Drustvo";"1981-1984, 2019-2024";"Atmospheric Science (Q4); Education (Q4); Geography, Planning and Development (Q4); Geology (Q4); Global and Planetary Change (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
666;26677;"International Journal of Energy Technology and Policy";journal;"1741508X, 14728923";"Inderscience Enterprises Ltd";No;No;0,172;Q4;19;19;56;463;30;56;0,23;24,37;29,85;0;8;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2002-2025";"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Geography, Planning and Development (Q4)";"Energy; Social Sciences"
667;21100913566;"Revista de Gestao Ambiental e Sustentabilidade";journal;"23169834";"";Yes;No;0,172;Q4;5;42;48;2123;37;47;0,72;50,55;40,91;0;39;Brazil;Latin America;"";"2019-2025";"Urban Studies (Q3); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
668;21101173096;"Transactions of the Association of European Schools of Planning";journal;"25662147";"Association of European Schools of Planning";Yes;Yes;0,172;Q4;5;7;24;375;12;20;0,42;53,57;33,33;0;3;Italy;Western Europe;"Association of European Schools of Planning";"2019-2024";"Urban Studies (Q3); Education (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
669;21101016783;"Journal of Tourism Analysis";journal;"22540644, 18852564";"Asociacion Espanola de Expertos Cientificos en Turismo";Yes;Yes;0,171;Q4;13;10;32;663;32;32;0,95;66,30;58,33;0;7;United Kingdom;Western Europe;"Asociacion Espanola de Expertos Cientificos en Turismo";"2018-2024";"Anthropology (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Social Sciences"
670;5700166475;"European Journal of East Asian Studies";journal;"15700615, 15680584";"Brill Academic Publishers";No;No;0,170;Q4;15;14;42;835;17;38;0,21;59,64;68,42;0;4;Netherlands;Western Europe;"Brill Academic Publishers";"2001, 2003, 2007-2024";"Cultural Studies (Q2); History (Q2); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Development (Q4); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
671;21100235606;"OpenAccess Series in Informatics";conference and proceedings;"21906807";"Schloss Dagstuhl- Leibniz-Zentrum fur Informatik GmbH, Dagstuhl Publishing";Yes;No;0,170;-;24;150;415;3261;151;355;0,43;21,74;22,44;0;23;Germany;Western Europe;"Schloss Dagstuhl- Leibniz-Zentrum fur Informatik GmbH, Dagstuhl Publishing";"2006-2025";"Geography, Planning and Development; Modeling and Simulation";"Mathematics; Social Sciences"
672;26787;"Boletin de Investigaciones Marinas y Costeras";journal;"25904671, 01229761";"INVEMAR";Yes;Yes;0,169;Q4;18;18;79;979;34;79;0,39;54,39;37,93;0;11;Colombia;Latin America;"INVEMAR";"1998, 2001-2025";"Museology (Q2); Conservation (Q3); Law (Q3); Animal Science and Zoology (Q4); Aquatic Science (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Oceanography (Q4); Water Science and Technology (Q4)";"Agricultural and Biological Sciences; Arts and Humanities; Earth and Planetary Sciences; Environmental Science; Social Sciences"
673;21100223134;"Cuaternario y Geomorfologia";journal;"02141744";"Asociacion Espanola para el Estudio del Cuaternario (AEQUA)";Yes;No;0,169;Q4;13;8;58;386;21;52;0,26;48,25;15,00;0;1;Spain;Western Europe;"Asociacion Espanola para el Estudio del Cuaternario (AEQUA)";"2012-2024";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4); Geology (Q4); Paleontology (Q4)";"Earth and Planetary Sciences; Social Sciences"
674;21101034113;"Revista Brasileira de Geografia Fisica";journal;"19842295";"Universidade Federal de Pernambuco";Yes;No;0,169;Q4;11;272;669;15396;392;665;0,58;56,60;36,57;1;173;Brazil;Latin America;"Universidade Federal de Pernambuco";"2019-2025";"Atmospheric Science (Q4); Computers in Earth Sciences (Q4); Earth-Surface Processes (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Geophysics (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
675;50047;"Journal of Southeast Asian Studies";journal;"14740680, 00224634";"Cambridge University Press";No;No;0,168;Q4;38;12;111;1243;46;99;0,37;103,58;58,33;0;3;United Kingdom;Western Europe;"Cambridge University Press";"1970-2024";"History (Q2); Sociology and Political Science (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
676;21100923619;"Economic Research Guardian";journal;"22478531";"Mihai Mutascu";Yes;Yes;0,167;Q4;6;11;36;638;21;36;0,38;58,00;42,11;0;4;Romania;Eastern Europe;"Mihai Mutascu";"2019-2024";"Sociology and Political Science (Q3); Economics and Econometrics (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Economics, Econometrics and Finance; Social Sciences"
677;65206;"Geographical Review of Japan, Series B";journal;"02896001";"Association of Japanese Geographers";No;No;0,167;Q4;11;5;16;231;11;16;1,17;46,20;16,67;0;2;Japan;Asiatic Region;"Association of Japanese Geographers";"1984-2003, 2009, 2011-2024";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
678;23496;"Copenhagen Journal of Asian Studies";journal;"13954199";"Copenhagen Business School";Yes;Yes;0,166;Q4;18;5;27;251;14;24;0,47;50,20;50,00;0;3;Denmark;Western Europe;"Copenhagen Business School";"1995-1998, 2000-2007, 2009-2018, 2020-2024";"Political Science and International Relations (Q3); Development (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
679;21101244193;"Present Environment and Sustainable Development";journal;"22847820, 18435971";"Alexandru Ioan Cuza University of Iasi";Yes;Yes;0,166;Q4;6;47;125;2364;72;125;0,56;50,30;48,09;0;39;Romania;Eastern Europe;"Alexandru Ioan Cuza University of Iasi";"2020-2024";"Geography, Planning and Development (Q4)";"Social Sciences"
680;21100258751;"International Journal of Sustainability in Economic, Social, and Cultural Context";journal;"2325114X, 23251115";"Common Ground Research Networks";No;No;0,165;Q4;7;15;32;986;22;32;0,45;65,73;46,43;0;12;United States;Northern America;"Common Ground Research Networks";"2013-2024";"Sociology and Political Science (Q3); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Environmental Science; Social Sciences"
681;12431;"Prace i Studia Geograficzne";journal;"25437313, 02084589";"";Yes;No;0,165;Q4;12;39;104;1691;37;101;0,40;43,36;52,46;0;12;Poland;Eastern Europe;"";"1979, 1983-1985, 1988, 1992, 1994-2005, 2008-2024";"Cultural Studies (Q2); Sociology and Political Science (Q3); Urban Studies (Q3); Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
682;21101061934;"Proceedings of the International Conference on Tourism Research";conference and proceedings;"25163612";"Academic Conferences and Publishing International Limited";No;No;0,165;-;6;59;220;2053;135;214;0,83;34,80;58,25;0;43;United Kingdom;Western Europe;"Academic Conferences and Publishing International Limited";"2018-2024";"Cultural Studies; Geography, Planning and Development; Management, Monitoring, Policy and Law; Social Sciences (miscellaneous); Tourism, Leisure and Hospitality Management";"Business, Management and Accounting; Environmental Science; Social Sciences"
683;19400158636;"Sociologija i Prostor";journal;"18465226";"Institute for Social Research in Zagreb";Yes;No;0,164;Q4;12;18;93;815;42;84;0,35;45,28;41,46;0;5;Croatia;Eastern Europe;"Institute for Social Research in Zagreb";"2009-2024";"Sociology and Political Science (Q3); Urban Studies (Q3); Education (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
684;28168;"Finisterra";journal;"04305027";"Universidade de Lisboa";Yes;Yes;0,162;Q4;16;28;103;1415;37;101;0,27;50,54;34,78;0;15;Portugal;Western Europe;"Universidade de Lisboa";"1978-1990, 1992-2002, 2007, 2012-2024";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
685;21100448230;"Regions and Cohesion";journal;"2152906X, 21529078";"Berghahn Journals";Yes;Yes;0,162;Q4;10;4;54;171;36;48;0,76;42,75;40,00;0;3;United States;Northern America;"Berghahn Journals";"2014-2024";"Political Science and International Relations (Q3); Geography, Planning and Development (Q4); Global and Planetary Change (Q4)";"Environmental Science; Social Sciences"
686;21100981177;"Silva Gabreta";journal;"12117420";"Sprava Narodniho parku sumava";No;No;0,162;Q4;4;7;23;335;7;23;0,29;47,86;47,83;0;5;Czech Republic;Eastern Europe;"Sprava Narodniho parku sumava";"2019-2023";"Earth-Surface Processes (Q4); Forestry (Q4); Geography, Planning and Development (Q4); Geology (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4)";"Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science; Social Sciences"
687;12100155635;"Anuario do Instituto de Geociencias";journal;"19823908, 01019759";"Universidade Federal do Rio de Janeiro - UFRJ";Yes;Yes;0,161;Q4;17;14;248;494;79;245;0,31;35,29;34,62;0;5;Brazil;Latin America;"Universidade Federal do Rio de Janeiro - UFRJ";"2004-2025";"Development (Q4); Economic Geology (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Geology (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
688;21100856013;"Forum Geografic";journal;"15831523, 20674635";"University of Craiova, Faculty of Social Sciences";Yes;Yes;0,161;Q4;6;19;56;1102;31;56;0,56;58,00;41,18;0;13;Romania;Eastern Europe;"University of Craiova, Faculty of Social Sciences";"2017-2024";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4); Global and Planetary Change (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
689;13236;"Investigaciones Geograficas";journal;"24487279, 01884611";"Instituto de Geografia";Yes;Yes;0,161;Q4;22;42;157;1476;48;138;0,28;35,14;28,13;0;27;Mexico;Latin America;"Instituto de Geografia";"1969, 1984, 1990-1993, 1995-1996, 2001, 2003-2024";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
690;21101039167;"Geocarrefour";journal;"1960601X, 16274873";"Association des amis de la revue de geographie de Lyon";No;No;0,160;Q4;6;6;126;358;45;122;0,26;59,67;50,00;0;2;France;Western Europe;"Association des amis de la revue de geographie de Lyon";"2018-2024";"Urban Studies (Q3); Geography, Planning and Development (Q4); Global and Planetary Change (Q4)";"Environmental Science; Social Sciences"
691;73467;"RA'E GA - O Espaco Geografico em Analise";journal;"21772738, 15164136";"Universidade Federal do Parana";Yes;Yes;0,159;Q4;12;31;87;1195;34;77;0,36;38,55;31,03;0;11;Brazil;Latin America;"Universidade Federal do Parana";"2002-2006, 2008-2024";"Geography, Planning and Development (Q4)";"Social Sciences"
692;28757;"Geographische Zeitschrift";journal;"23653124, 00167479";"Franz Steiner Verlag GmbH";No;No;0,158;Q4;22;19;49;860;14;43;0,15;45,26;53,85;0;3;Germany;Western Europe;"Franz Steiner Verlag GmbH";"1978-1994, 1996-2024";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
693;21100903458;"International Journal of Geospatial and Environmental Research";journal;"23322047";"Korea-America Association for Geospatial and Environmental Sciences";Yes;No;0,158;Q4;5;2;16;110;9;16;0,60;55,00;50,00;0;1;United States;Northern America;"Korea-America Association for Geospatial and Environmental Sciences";"2019-2024";"Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Information Systems (Q4)";"Computer Science; Earth and Planetary Sciences; Environmental Science; Social Sciences"
694;20500195092;"International Journal of Sustainable Society";journal;"17562546, 17562538";"Inderscience Enterprises Ltd";No;No;0,158;Q4;19;20;60;931;47;59;0,85;46,55;43,64;0;9;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2008-2024";"Sociology and Political Science (Q3); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
695;24405;"Journal of Regional Analysis and Policy";journal;"10904999";"University of Nebraska-Lincoln";No;No;0,158;Q4;29;10;30;434;21;29;0,68;43,40;25,00;0;8;United States;Northern America;"University of Nebraska-Lincoln";"1996-2025";"Political Science and International Relations (Q3); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
696;21100868396;"Urbanism. Architecture. Constructions";journal;"20696469, 20690509";"NIRD URBAN-INCERC";Yes;Yes;0,158;Q4;7;16;44;657;24;44;0,58;41,06;53,85;0;10;Romania;Eastern Europe;"NIRD URBAN-INCERC";"2018-2025";"Architecture (Q3); Urban Studies (Q3); Building and Construction (Q4); Geography, Planning and Development (Q4)";"Engineering; Social Sciences"
697;21100205110;"e-Review of Tourism Research";journal;"19415842";"Texas A and M University";No;No;0,157;Q4;17;0;45;0;28;45;0,50;0,00;0,00;0;0;United States;Northern America;"Texas A and M University";"2011-2012, 2014-2023";"Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Environmental Science; Social Sciences"
698;7200153148;"Revista Brasileira de Gestao e Desenvolvimento Regional";journal;"1809239X";"Universidade de Taubate";Yes;No;0,157;Q4;9;59;163;2289;41;153;0,23;38,80;49,63;0;39;Brazil;Latin America;"Universidade de Taubate";"2007-2025";"Sociology and Political Science (Q3); Urban Studies (Q3); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Environmental Science; Social Sciences"
699;57806;"Socijalna Ekologija";journal;"13300113";"Hrvatsko Sociolosko Drustvo/Croatian Sociological Association";Yes;Yes;0,157;Q4;13;10;42;555;21;41;0,50;55,50;50,00;0;6;Croatia;Eastern Europe;"Hrvatsko Sociolosko Drustvo/Croatian Sociological Association";"1994-2024";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
700;21100286889;"Cuadernos de Turismo";journal;"19894635, 11397861";"Escuela Universitaria de Turismo, Universidad de Murcia";Yes;Yes;0,156;Q4;14;20;85;1302;47;84;0,60;65,10;44,68;0;12;Spain;Western Europe;"Escuela Universitaria de Turismo, Universidad de Murcia";"2013-2024";"Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Environmental Science; Social Sciences"
701;21100229170;"Revista Portuguesa de Estudos Regionais";journal;"1645586X";"Associacao Portuguesa para o Desenvolvimento Regional (APDR)";Yes;Yes;0,156;Q4;9;29;94;1524;38;93;0,46;52,55;50,00;0;25;Portugal;Western Europe;"Associacao Portuguesa para o Desenvolvimento Regional (APDR)";"2012-2025";"Sociology and Political Science (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
702;21101176024;"GeoFocus";journal;"15785157";"";Yes;Yes;0,155;Q4;3;12;40;523;12;35;0,15;43,58;28,57;0;6;Spain;Western Europe;"";"2019-2024";"Environmental Engineering (Q4); Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4)";"Environmental Science; Social Sciences"
703;21100274247;"International Journal of Sustainability Policy and Practice";journal;"23251166, 23251182";"Common Ground Research Networks";No;No;0,155;Q4;6;12;19;769;10;19;0,50;64,08;41,18;0;9;United States;Northern America;"Common Ground Research Networks";"2013-2025";"Sociology and Political Science (Q3); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science; Social Sciences"
704;23275;"International Journal of Sustainable Development";journal;"09601406, 17415268";"Inderscience Enterprises Ltd";No;No;0,155;Q4;32;31;50;1165;26;50;0,66;37,58;43,55;0;17;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"1998-2025";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
705;21101018933;"Habitat Sustentable";journal;"07190700";"Universidad del Bio Bio";Yes;Yes;0,154;Q4;6;22;51;670;18;44;0,38;30,45;55,77;0;14;Chile;Latin America;"Universidad del Bio Bio";"2019-2024";"Architecture (Q3); Urban Studies (Q3); Building and Construction (Q4); Experimental and Cognitive Psychology (Q4); Geography, Planning and Development (Q4); Materials Science (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering; Materials Science; Psychology; Social Sciences"
706;23268;"International Journal of Global Environmental Issues";journal;"14666650, 17415136";"Inderscience Enterprises Ltd";No;No;0,154;Q4;30;20;63;1416;39;62;0,71;70,80;62,50;0;8;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2001-2024";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
707;21100940511;"Territorios";journal;"01238418, 22157484";"Universidad del Rosario";Yes;Yes;0,154;Q4;5;32;98;1669;23;95;0,18;52,16;42,86;1;23;Colombia;Latin America;"Universidad del Rosario";"2019-2025";"Urban Studies (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
708;21100786315;"Australasian Journal of Regional Studies";journal;"10307923";"Australia and New Zealand Regional Science Association International Inc. (ANZRSAI)";No;No;0,153;Q4;11;0;34;0;11;31;0,05;0,00;0,00;0;0;Australia;Pacific Region;"Australia and New Zealand Regional Science Association International Inc. (ANZRSAI)";"2016-2023";"Urban Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
709;14724;"Gender and History";journal;"09535233, 14680424";"Wiley-Blackwell Publishing Ltd";No;No;0,153;Q4;39;76;165;0;86;164;0,43;0,00;66,67;0;34;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1989-2025";"History (Q2); Arts and Humanities (miscellaneous) (Q3); Gender Studies (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
710;21101210852;"Revista Brasileira de Pesquisa em Turismo";journal;"19826125";"Associacao Nacional de Pesquisa e Pos-Graduacao em Turismo - ANPTUR";Yes;Yes;0,153;Q4;5;18;115;972;50;113;0,40;54,00;40,54;0;9;Brazil;Latin America;"Associacao Nacional de Pesquisa e Pos-Graduacao em Turismo - ANPTUR";"2021-2024";"Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Social Sciences"
711;21101039668;"Vegueta";journal;"1133598X, 23411112";"University of Las Palmas de Gran Canaria, Faculty of Geography and History";No;Yes;0,153;Q4;5;62;107;3223;31;106;0,35;51,98;30,26;0;22;Spain;Western Europe;"University of Las Palmas de Gran Canaria, Faculty of Geography and History";"2019-2025";"History (Q2); Arts and Humanities (miscellaneous) (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
712;21100902135;"IEEE Region 10 Humanitarian Technology Conference, R10-HTC";conference and proceedings;"25727621";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,153;-;14;60;369;1198;314;364;0,67;19,97;33,56;0;30;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2018-2024";"Development; Environmental Engineering; Geography, Planning and Development; Pollution; Renewable Energy, Sustainability and the Environment; Waste Management and Disposal";"Energy; Environmental Science; Social Sciences"
713;27082;"Acta Geographica Lodziensia";journal;"00651249";"Lodzkie Towarzystwo Naukowe";No;No;0,151;Q4;10;43;40;2003;19;40;0,64;46,58;43,48;0;19;Poland;Eastern Europe;"Lodzkie Towarzystwo Naukowe";"1979-1980, 1982, 1985-1990, 1993-1998, 2002-2009, 2019-2024";"Geography, Planning and Development (Q4); Geology (Q4)";"Earth and Planetary Sciences; Social Sciences"
714;28656;"Geografski Vestnik";journal;"03503895";"University of Ljubljana";No;No;0,151;Q4;13;0;34;0;11;33;0,33;0,00;0,00;0;0;Slovenia;Eastern Europe;"University of Ljubljana";"1992-2023";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
