Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
147;23971;"Critical Asian Studies";journal;"14672715, 14726033";"Routledge";No;No;0,843;Q1;48;32;87;2612;225;87;2,00;81,63;37,74;0;16;United Kingdom;Western Europe;"Routledge";"1968-1993, 1995-2025";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Social Sciences"
148;21100207601;"International Journal of Climate Change Strategies and Management";journal;"17568692";"Emerald Group Publishing Ltd.";Yes;No;0,842;Q1;41;46;97;3238;508;96;5,25;70,39;40,56;0;44;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2009-2025";"Development (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q2); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
149;23346;"Journal of Environment and Development";journal;"15525465, 10704965";"SAGE Publications Inc.";No;No;0,836;Q1;53;58;52;4112;202;52;2,67;70,90;28,40;2;53;United States;Northern America;"SAGE Publications Inc.";"1992-2025";"Development (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
150;21101021580;"Progress in Disaster Science";journal;"25900617";"Elsevier Ltd";Yes;No;0,834;Q1;35;84;157;5799;710;157;4,90;69,04;31,55;1;69;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Safety Research (Q1)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
151;28216;"Geocarto International";journal;"17520762, 10106049";"Taylor and Francis Ltd.";Yes;No;0,824;Q1;66;138;1168;8950;5109;1165;4,40;64,86;30,64;0;70;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1986-2025";"Geography, Planning and Development (Q1); Water Science and Technology (Q1)";"Environmental Science; Social Sciences"
152;25162;"Global Society";journal;"1469798X, 13600826";"Taylor and Francis Ltd.";No;No;0,808;Q1;43;46;84;3966;302;80;3,36;86,22;38,96;3;20;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2025";"Geography, Planning and Development (Q1); Global and Planetary Change (Q2)";"Environmental Science; Social Sciences"
153;21101186481;"Natural Hazards Research";journal;"26665921";"KeAi Communications Co.";Yes;No;0,808;Q1;19;75;130;4861;615;126;4,90;64,81;25,77;0;51;China;Asiatic Region;"KeAi Communications Co.";"2021-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q1); Environmental Science (miscellaneous) (Q2)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
154;21101060166;"Research in Globalization";journal;"2590051X";"Elsevier B.V.";Yes;No;0,804;Q1;23;81;143;5836;756;141;5,21;72,05;28,38;3;71;Netherlands;Western Europe;"Elsevier B.V.";"2019-2025";"Development (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1); Environmental Science (miscellaneous) (Q2); Global and Planetary Change (Q2)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
155;5700154545;"International Journal of Heritage Studies";journal;"14703610, 13527258";"Taylor and Francis Ltd.";No;No;0,802;Q1;66;118;235;6879;738;234;2,97;58,30;61,39;2;62;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994-2025";"Conservation (Q1); Cultural Studies (Q1); Geography, Planning and Development (Q1); History (Q1); Museology (Q1); Tourism, Leisure and Hospitality Management (Q2)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
156;21101177606;"Urban Governance";journal;"26643286";"Elsevier B.V.";Yes;No;0,796;Q1;12;33;70;2267;319;63;4,51;68,70;30,26;0;32;Netherlands;Western Europe;"Elsevier B.V.";"2021-2025";"Development (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1); Urban Studies (Q1); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
157;28148;"Eurasian Geography and Economics";journal;"15387216";"Taylor and Francis Ltd.";No;No;0,790;Q1;58;60;102;3731;324;99;3,01;62,18;30,93;0;37;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2025";"Geography, Planning and Development (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance; Social Sciences"
158;28911;"Leisure Studies";journal;"14664496, 02614367";"Routledge";No;No;0,790;Q1;82;137;192;8413;751;177;3,78;61,41;49,40;0;44;United Kingdom;Western Europe;"Routledge";"1981-2025";"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
159;13936;"Journal of Urban Affairs";journal;"07352166, 14679906";"Taylor and Francis Ltd.";No;No;0,787;Q1;76;225;331;16534;921;317;2,69;73,48;43,05;5;179;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1979-2025";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)";"Social Sciences"
160;21100208039;"International Journal of Urban Sustainable Development";journal;"19463138, 19463146";"Taylor and Francis Ltd.";Yes;No;0,783;Q1;29;27;92;1950;319;90;2,90;72,22;40,91;1;26;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Development (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
161;25202;"Chinese Geographical Science";journal;"10020063, 1993064X";"Science Press";No;No;0,778;Q1;55;79;223;4698;798;223;3,52;59,47;44,00;0;61;China;Asiatic Region;"Science Press";"1991-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q1)";"Earth and Planetary Sciences; Social Sciences"
162;21100870078;"PFG - Journal of Photogrammetry, Remote Sensing and Geoinformation Science";journal;"25122819, 25122789";"Springer International Publishing AG";No;No;0,778;Q1;34;51;91;2731;303;80;3,48;53,55;18,35;0;19;Switzerland;Western Europe;"Springer International Publishing AG";"2017-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q1); Instrumentation (Q1)";"Earth and Planetary Sciences; Physics and Astronomy; Social Sciences"
163;29275;"Journal of Geography in Higher Education";journal;"03098265, 14661845";"Routledge";No;No;0,774;Q1;62;71;122;3460;398;117;2,49;48,73;47,15;1;27;United Kingdom;Western Europe;"Routledge";"1977-2025";"Education (Q1); Geography, Planning and Development (Q1)";"Social Sciences"
164;5900153310;"Mobilities";journal;"17450101, 1745011X";"Routledge";No;No;0,772;Q1;73;87;179;6047;783;173;3,27;69,51;62,42;10;52;United Kingdom;Western Europe;"Routledge";"2006-2025";"Demography (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Social Sciences"
165;21100463803;"Regional Studies, Regional Science";journal;"21681376";"Taylor and Francis Ltd.";Yes;No;0,771;Q1;32;50;150;2412;414;149;2,55;48,24;38,10;2;32;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance; Social Sciences"
166;23552;"Cultural Geographies";journal;"14744740, 14770881";"SAGE Publications Ltd";No;No;0,770;Q1;73;68;133;0;372;130;1,76;0,00;46,30;0;23;United Kingdom;Western Europe;"SAGE Publications Ltd";"1994-1998, 2002-2024";"Cultural Studies (Q1); Geography, Planning and Development (Q1); Environmental Science (miscellaneous) (Q2)";"Environmental Science; Social Sciences"
167;23749;"Ancient Mesoamerica";journal;"14691787, 09565361";"Cambridge University Press";No;No;0,761;Q1;46;50;118;4663;117;115;0,99;93,26;43,43;0;7;United Kingdom;Western Europe;"Cambridge University Press";"1989-2025";"Arts and Humanities (miscellaneous) (Q1); Geography, Planning and Development (Q1)";"Arts and Humanities; Social Sciences"
168;50039;"Review of Policy Research";journal;"1541132X, 15411338";"Wiley-Blackwell Publishing Ltd";No;No;0,756;Q1;57;74;138;5640;426;124;3,14;76,22;43,33;1;40;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1981-1995, 1998-2025";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
169;10100153322;"Journal of Immigrant and Refugee Studies";journal;"15562956, 15562948";"Routledge";No;No;0,753;Q1;39;96;163;5825;409;162;2,17;60,68;63,60;12;62;United States;Northern America;"Routledge";"2006-2025";"Demography (Q1); Geography, Planning and Development (Q1); Health (social science) (Q2)";"Social Sciences"
170;5700164337;"Journal of Tourism and Cultural Change";journal;"14766825";"Taylor and Francis Ltd.";No;No;0,752;Q1;43;26;132;1843;492;131;3,59;70,88;63,33;0;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2025";"Cultural Studies (Q1); Geography, Planning and Development (Q1); Nature and Landscape Conservation (Q1); Tourism, Leisure and Hospitality Management (Q2); Transportation (Q2)";"Business, Management and Accounting; Environmental Science; Social Sciences"
171;21100255400;"Water (Switzerland)";journal;"20734441";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,752;Q1;123;3712;12047;210586;44798;11829;3,51;56,73;35,21;10;2605;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2009-2025";"Aquatic Science (Q1); Geography, Planning and Development (Q1); Water Science and Technology (Q1); Biochemistry (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science; Social Sciences"
172;19900193691;"Journal of Political Ecology";journal;"10730451";"University of Arizona Libraries";Yes;Yes;0,749;Q1;41;47;135;3539;377;135;2,49;75,30;42,70;1;35;United States;Northern America;"University of Arizona Libraries";"2011-2025";"Ecology (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Environmental Science; Social Sciences"
173;21101079132;"Wellbeing, Space and Society";journal;"26665581";"Elsevier B.V.";Yes;No;0,743;Q1;15;50;149;2860;473;148;2,68;57,20;69,88;0;31;Netherlands;Western Europe;"Elsevier B.V.";"2020-2025";"Geography, Planning and Development (Q1); Social Sciences (miscellaneous) (Q1); Health (social science) (Q2)";"Social Sciences"
174;21101107314;"Buildings and Cities";journal;"26326655";"Ubiquity Press";Yes;No;0,742;Q1;19;36;173;2103;563;163;2,55;58,42;50,00;0;31;United Kingdom;Western Europe;"Ubiquity Press";"2020-2024";"Architecture (Q1); Building and Construction (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1); Environmental Science (miscellaneous) (Q2); Management, Monitoring, Policy and Law (Q2)";"Engineering; Environmental Science; Social Sciences"
175;21100466229;"Environment and Society: Advances in Research";journal;"21506779, 21506787";"Berghahn Books Inc.";Yes;Yes;0,741;Q1;23;12;32;1342;112;32;3,06;111,83;53,57;0;11;United States;Northern America;"Berghahn Books Inc.";"2015-2024";"Anthropology (Q1); Geography, Planning and Development (Q1); Nature and Landscape Conservation (Q1); Global and Planetary Change (Q3)";"Environmental Science; Social Sciences"
176;130140;"Geographical Research";journal;"17455863, 17455871";"Wiley-Blackwell Publishing Ltd";No;No;0,739;Q1;58;49;145;3220;392;115;2,23;65,71;52,07;0;33;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2005-2025";"Earth-Surface Processes (Q1); Geography, Planning and Development (Q1)";"Earth and Planetary Sciences; Social Sciences"
177;16474;"Journal of Contemporary China";journal;"10670564, 14699400";"Routledge";No;No;0,736;Q1;67;110;171;51;503;171;2,95;0,46;36,22;6;53;United Kingdom;Western Europe;"Routledge";"1992-2025";"Development (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
178;21100427639;"ISPRS International Journal of Geo-Information";journal;"22209964";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,735;Q1;84;465;1960;25614;7640;1943;3,49;55,08;36,79;2;241;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2012-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q1); Computers in Earth Sciences (Q2)";"Earth and Planetary Sciences; Social Sciences"
179;21100205751;"Journal of Public Transportation";journal;"1077291X, 23750901";"Elsevier B.V.";Yes;No;0,728;Q1;36;33;80;1985;263;80;3,30;60,15;36,45;0;26;Netherlands;Western Europe;"Elsevier B.V.";"2007, 2009-2018, 2020-2025";"Geography, Planning and Development (Q1); Urban Studies (Q1); Transportation (Q2)";"Social Sciences"
180;110302;"Geografiska Annaler, Series B: Human Geography";journal;"04353684, 14680467";"Taylor and Francis Ltd.";No;No;0,727;Q1;70;40;80;3154;215;74;2,25;78,85;47,92;1;19;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1976, 1978-1979, 1982-2025";"Geography, Planning and Development (Q1)";"Social Sciences"
181;50054;"Journal of Water Resources Planning and Management - ASCE";journal;"07339496";"American Society of Civil Engineers (ASCE)";No;No;0,726;Q1;118;102;423;5263;1196;392;2,88;51,60;30,63;0;79;United States;Northern America;"American Society of Civil Engineers (ASCE)";"1980-2025";"Civil and Structural Engineering (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2); Water Science and Technology (Q2)";"Engineering; Environmental Science; Social Sciences"
182;21101138720;"Discover Sustainability";journal;"26629984";"Springer Nature";Yes;No;0,724;Q1;18;525;152;38180;744;149;3,79;72,72;30,11;4;452;Switzerland;Western Europe;"Springer Nature";"2020-2025";"Geography, Planning and Development (Q1); Energy (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Environmental Science; Social Sciences"
183;17700156755;"Tourism and Hospitality Research";journal;"14673584, 17429692";"SAGE Publications Inc.";No;No;0,720;Q1;57;114;141;7979;739;139;4,92;69,99;41,46;0;51;United Kingdom;Western Europe;"SAGE Publications Inc.";"2004-2025";"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
184;21101194987;"Environmental Research: Infrastructure and Sustainability";journal;"26344505";"Institute of Physics";Yes;No;0,718;Q1;15;67;156;4965;510;145;3,22;74,10;39,92;4;63;United Kingdom;Western Europe;"Institute of Physics";"2021-2025";"Geography, Planning and Development (Q1); Environmental Engineering (Q2); Environmental Science (miscellaneous) (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Environmental Science; Social Sciences"
185;14683;"Planning Practice and Research";journal;"13600583, 02697459";"Routledge";No;No;0,717;Q1;56;87;134;5098;337;119;2,46;58,60;48,50;0;54;United Kingdom;Western Europe;"Routledge";"1986-2025";"Geography, Planning and Development (Q1)";"Social Sciences"
186;6500153241;"City";journal;"13604813, 14703629";"Taylor and Francis Ltd.";No;No;0,714;Q1;70;63;157;3401;359;137;2,09;53,98;42,06;0;41;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2025";"Geography, Planning and Development (Q1); Urban Studies (Q1)";"Social Sciences"
187;13490;"Asia Pacific Viewpoint";journal;"14678373, 13607456";"Wiley-Blackwell Publishing Ltd";No;No;0,710;Q1;48;40;94;2248;233;89;2,29;56,20;56,82;0;24;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1996-2025";"Development (Q1); Geography, Planning and Development (Q1)";"Social Sciences"
188;21100886530;"Area Development and Policy";journal;"23792957";"Routledge";No;No;0,706;Q1;26;40;78;2836;194;70;2,42;70,90;33,33;0;30;United Kingdom;Western Europe;"Routledge";"2016-2025";"Geography, Planning and Development (Q1); Nature and Landscape Conservation (Q1); Sociology and Political Science (Q1); Urban Studies (Q1); Public Administration (Q2)";"Environmental Science; Social Sciences"
189;14175;"European Journal of Development Research";journal;"17439728, 09578811";"Palgrave Macmillan Ltd.";No;No;0,705;Q1;65;69;268;4457;783;256;2,70;64,59;44,93;5;55;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1989-2025";"Development (Q1); Geography, Planning and Development (Q1)";"Social Sciences"
190;19700170462;"Urban Policy and Research";journal;"14767244, 08111146";"Routledge";No;No;0,705;Q1;51;36;80;1406;171;71;1,97;39,06;55,81;0;24;United Kingdom;Western Europe;"Routledge";"1982-2025";"Geography, Planning and Development (Q1); Urban Studies (Q1)";"Social Sciences"
191;21100223534;"Journal of Transport and Land Use";journal;"19387849";"University of Minnesota";Yes;No;0,696;Q1;46;33;119;1732;306;119;2,44;52,48;32,99;0;25;United States;Northern America;"University of Minnesota";"2012-2024";"Geography, Planning and Development (Q1); Urban Studies (Q1); Transportation (Q2)";"Social Sciences"
192;17500155125;"Emotion, Space and Society";journal;"17554586, 18780040";"Elsevier B.V.";No;No;0,693;Q1;54;36;120;2364;324;116;2,11;65,67;58,43;0;11;Netherlands;Western Europe;"Elsevier B.V.";"2008-2025";"Geography, Planning and Development (Q1); Experimental and Cognitive Psychology (Q2); Social Psychology (Q2)";"Psychology; Social Sciences"
193;11600153918;"Environmental Justice";journal;"19394071, 19375174";"Mary Ann Liebert Inc.";No;No;0,690;Q1;35;100;139;5558;357;133;2,33;55,58;59,85;4;92;United States;Northern America;"Mary Ann Liebert Inc.";"2008-2024";"Geography, Planning and Development (Q1); Health, Toxicology and Mutagenesis (Q2); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
194;21100240100;"Sustainability (Switzerland)";journal;"20711050";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,688;Q1;207;11273;47576;738336;222186;47215;4,32;65,50;39,81;52;9634;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2009-2025";"Geography, Planning and Development (Q1); Computer Networks and Communications (Q2); Energy Engineering and Power Technology (Q2); Environmental Science (miscellaneous) (Q2); Hardware and Architecture (Q2); Management, Monitoring, Policy and Law (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Computer Science; Energy; Environmental Science; Social Sciences"
195;13913;"Journal of Housing and the Built Environment";journal;"15737772, 15664910";"Springer Netherlands";No;No;0,687;Q1;60;107;282;7655;820;280;2,73;71,54;48,37;2;90;Netherlands;Western Europe;"Springer Netherlands";"1997-2025";"Geography, Planning and Development (Q1); Urban Studies (Q1)";"Social Sciences"
196;19600157344;"Geoheritage";journal;"18672477, 18672485";"Springer";No;No;0,686;Q1;50;139;369;9105;1102;366;2,87;65,50;28,08;0;123;United States;Northern America;"Springer";"2009-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q1); Nature and Landscape Conservation (Q1)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
197;13176;"Tijdschrift Voor Economische en Sociale Geografie";journal;"0040747X, 14679663";"Wiley-Blackwell Publishing Ltd";No;No;0,685;Q1;72;59;117;3280;285;105;2,03;55,59;42,11;1;33;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1967-2025";"Geography, Planning and Development (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance; Social Sciences"
198;21101131421;"Consumer Behavior in Tourism and Hospitality";journal;"27526674, 27526666";"Emerald Publishing";No;No;0,683;Q1;51;44;130;2640;520;127;3,89;60,00;41,24;0;11;United Kingdom;Western Europe;"Emerald Publishing";"2022-2025";"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
199;13893;"International Planning Studies";journal;"14699265, 13563475";"Routledge";No;No;0,683;Q1;54;26;74;1596;201;74;2,13;61,38;48,08;0;19;United Kingdom;Western Europe;"Routledge";"1996-2025";"Geography, Planning and Development (Q1)";"Social Sciences"
200;14809;"Journal of Ecotourism";journal;"14724049, 17477638";"Taylor and Francis Ltd.";No;No;0,682;Q1;50;61;80;4305;367;67;4,53;70,57;39,58;0;57;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2025";"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
201;21100844181;"International Journal of Tourism Cities";journal;"20565615, 20565607";"Emerald Group Publishing Ltd.";No;No;0,681;Q1;35;99;175;7852;890;171;4,55;79,31;44,39;0;67;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2015-2024";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Environmental Science; Social Sciences"
202;21100454953;"Mineral Economics";journal;"21912203, 21912211";"Springer Science and Business Media Deutschland GmbH";No;No;0,680;Q1;29;97;134;5789;576;124;4,45;59,68;24,87;5;52;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2011-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Geography, Planning and Development (Q1); Social Sciences (miscellaneous) (Q1); Economic Geology (Q2)";"Earth and Planetary Sciences; Economics, Econometrics and Finance; Social Sciences"
203;29238;"International Research in Geographical and Environmental Education";journal;"17477611, 10382046";"Taylor and Francis Ltd.";No;No;0,677;Q1;40;61;71;3067;215;59;3,28;50,28;51,22;0;39;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2025";"Geography, Planning and Development (Q1); Education (Q2); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
204;25847;"International Studies Perspectives";journal;"15283577, 15283585";"Oxford University Press";No;No;0,677;Q1;56;23;65;1775;134;65;2,02;77,17;50,00;1;8;United Kingdom;Western Europe;"Oxford University Press";"2000-2025";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
205;23224;"Australian Journal of International Affairs";journal;"10357718, 1465332X";"Taylor and Francis Ltd.";No;No;0,675;Q1;40;69;147;3629;303;115;2,00;52,59;35,82;3;19;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990-2025";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
206;19700201456;"Journal of Urbanism";journal;"17549175, 17549183";"Taylor and Francis Ltd.";No;No;0,667;Q1;35;77;123;4414;269;114;1,94;57,32;49,42;1;55;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2025";"Geography, Planning and Development (Q1); Urban Studies (Q1)";"Social Sciences"
207;21100851350;"IZA Journal of Development and Migration";journal;"25201786";"Laborwide";Yes;No;0,665;Q1;30;10;32;283;71;32;1,69;28,30;23,08;0;7;Germany;Western Europe;"Laborwide";"2018-2024";"Anthropology (Q1); Demography (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1); Development (Q2); Organizational Behavior and Human Resource Management (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
208;21100780469;"World Development Perspectives";journal;"24680532, 24522929";"Elsevier Ltd";No;No;0,665;Q2;27;71;183;4192;510;174;2,86;59,04;36,49;1;63;United Kingdom;Western Europe;"Elsevier Ltd";"2016-2025";"Sociology and Political Science (Q1); Development (Q2); Economics and Econometrics (Q2); Geography, Planning and Development (Q2)";"Economics, Econometrics and Finance; Social Sciences"
209;21100256972;"Water Resources and Economics";journal;"22124284";"Elsevier B.V.";No;No;0,663;Q2;30;19;59;1123;185;59;2,67;59,11;42,67;0;17;Netherlands;Western Europe;"Elsevier B.V.";"2013-2025";"Economics and Econometrics (Q2); Geography, Planning and Development (Q2); Water Science and Technology (Q2)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
210;21100331602;"Annals of Leisure Research";journal;"11745398, 21596816";"Routledge";No;No;0,661;Q2;38;49;126;3192;388;109;2,87;65,14;53,97;4;25;United States;Northern America;"Routledge";"2008-2025";"Cultural Studies (Q1); Geography, Planning and Development (Q2); Social Psychology (Q2); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Psychology; Social Sciences"
211;92738;"International Journal of Historical Archaeology";journal;"10927697, 15737748";"Springer New York";No;No;0,661;Q2;32;70;144;5076;170;141;1,33;72,51;33,33;0;16;United States;Northern America;"Springer New York";"1997-2025";"Archeology (arts and humanities) (Q1); Arts and Humanities (miscellaneous) (Q1); History (Q1); Geography, Planning and Development (Q2)";"Arts and Humanities; Social Sciences"
212;29645;"Urban Design International";journal;"13575317, 14684519";"Palgrave Macmillan Ltd.";No;No;0,661;Q2;44;32;84;1617;224;71;2,07;50,53;51,39;0;18;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1996-2025";"Urban Studies (Q1); Geography, Planning and Development (Q2)";"Social Sciences"
213;14103;"Development Policy Review";journal;"09506764, 14677679";"Wiley-Blackwell Publishing Ltd";No;No;0,659;Q2;75;64;228;4425;538;225;2,12;69,14;43,79;7;57;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1966, 1968-1970, 1972-2025";"Development (Q2); Geography, Planning and Development (Q2); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
214;21100782393;"Innovation and Development";journal;"2157930X, 21579318";"Taylor and Francis Ltd.";No;No;0,658;Q2;21;45;101;3083;299;94;2,53;68,51;29,06;0;37;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2025";"Cultural Studies (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1); Development (Q2); Education (Q2); Geography, Planning and Development (Q2)";"Social Sciences"
215;14851;"Journal of International Trade and Economic Development";journal;"09638199, 14699559";"Routledge";No;No;0,658;Q2;47;136;178;7668;645;176;3,32;56,38;31,54;5;114;United Kingdom;Western Europe;"Routledge";"1992-2025";"Aerospace Engineering (Q2); Development (Q2); Geography, Planning and Development (Q2)";"Engineering; Social Sciences"
216;21100904410;"South Asian Journal of Business Studies";journal;"2398628X, 23986298";"Emerald Group Publishing Ltd.";No;No;0,656;Q2;29;36;70;2926;307;66;5,00;81,28;49,32;0;15;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2025";"Cultural Studies (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2); Geography, Planning and Development (Q2); Marketing (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
217;20500195207;"European Journal of Tourism Research";journal;"13140817, 19947658";"International University College";Yes;Yes;0,651;Q2;31;57;134;4182;612;126;4,67;73,37;50,00;0;30;Bulgaria;Eastern Europe;"International University College";"2008-2024";"Geography, Planning and Development (Q2); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
218;16904;"International Finance";journal;"13670271, 14682362";"Wiley-Blackwell Publishing Ltd";No;No;0,651;Q2;44;13;54;569;95;54;1,54;43,77;35,71;1;9;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1998-2025";"Development (Q2); Finance (Q2); Geography, Planning and Development (Q2)";"Economics, Econometrics and Finance; Social Sciences"
219;18700156722;"Agribusiness";journal;"07424477, 15206297";"Wiley-VCH Verlag";No;No;0,648;Q2;56;143;178;8409;606;172;2,94;58,80;34,67;3;90;United States;Northern America;"Wiley-VCH Verlag";"1985-2025";"Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1); Economics and Econometrics (Q2); Food Science (Q2); Geography, Planning and Development (Q2)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
220;20053;"International Journal of Public Sector Management";journal;"09513558";"Emerald Group Publishing Ltd.";No;No;0,646;Q2;71;70;120;4926;446;117;3,49;70,37;40,22;0;30;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1970, 1988-2025";"Political Science and International Relations (Q1); Geography, Planning and Development (Q2); Management, Monitoring, Policy and Law (Q2); Public Administration (Q2)";"Environmental Science; Social Sciences"
